code,parent,qty,item,procumenttype,pfep,level,Name,Spec
2532000014,2532000249,2,2,B,,6,动力轮30齿挡边,PF3200-01-01-01-01-04-03
1401009030,2532000249,8,3,B,,6,内六角沉头螺钉,3*8 不锈钢 全螺纹
2532000043,2532000246,1,4,B,,5,安装座,PF3200-01-01-02-04
2532000030,2532000246,2,5,B,,5,导向轮顶圈,PF3200-01-01-02-05
2532000250,2532000246,2,6,A,,5,导向轮组,PF3200-01-01-02-06-00
2532000041,2532000250,2,1,B,,6,水平导向轮26齿,PF3200-01-01-02-06-01
1403003007,2532000250,4,2,B,,6,孔用  弹性挡圈,26
1402001062,2532000250,4,3,B,,6,轴承,6000
2532000031,2532000246,2,7,B,,5,前置动力轮35,PF3200-01-01-01-10-01
2532000032,2532000246,2,8,B,,5,35齿内挡边,PF3200-01-01-01-10-02
2532000243,2532000246,2,9,A,,5,支撑轮组件,PF3200-01-01-01-11-00
2532000029,2532000243,2,1,B,,6,支撑轮22齿,PF3200-01-01-01-11-01
1402001307,2532000243,4,2,B,,6,轴承,608  优质
1403003028,2532000243,2,3,B,,6,孔用  弹性挡圈,22
1402001352,2532000243,2,4,B,,6,轴承顶圈,8-12-22
2532000244,2532000246,1,10,A,,5,同步带涨紧机构组件,PF3200-01-01-01-12-00
2532000173,2532000244,1,1,B,,6,同步带涨紧块,PF3200-01-01-01-12-01
2532000245,2532000244,2,2,A,,6,涨紧轮20齿组件,PF3200-01-01-01-12-02-00
2532000064,2532000245,2,1,B,,7,涨紧轮20齿,PF3200-01-01-01-12-02-01
1402001346,2532000245,4,2,B,,7,轴承,619-8
1403003004,2532000245,2,3,B,,7,孔用  弹性挡圈,19
2532000175,2532000244,1,3,B,,6,涨紧销轴,PF3200-01-01-01-12-03
2532000217,2532000244,2,4,B,,6,涨紧轮垫圈,PF3200-01-01-01-12-04
1401030014,2532000244,1,5,B,,6,内六角锥端紧定螺钉,M4*5
1401015012,2532000244,1,6,B,,6,内六角圆柱头螺钉,4*8不锈钢
1401010004,2532000244,1,7,B,,6,平垫圈,Φ4不锈钢
1401011002,2532000244,1,8,B,,6,弹簧垫圈,Φ4 不锈钢
2532000033,2532000246,2,11,B,,5,35齿外挡边,PF3200-01-01-01-10-03
1402020042,2532000246,1,12,B,,5,同步带,500-RPP5M-49
1103004068,2532000246,3,13,B,,5,平键,A6*16  一端圆头
1401015026,2532000246,8,14,B,,5,内六角圆柱头螺钉,6*16不锈钢
1401024026,2532000246,3,15,B,,5,大平垫圈,6*22
1401011005,2532000246,3,16,B,,5,弹簧垫圈,Φ6不锈钢
1401015086,2532000246,2,17,B,,5,内六角圆柱头轴肩螺钉,10*25  不锈钢
1401009030,2532000246,8,18,B,,5,内六角沉头螺钉,3*8 不锈钢 全螺纹
1401015012,2532000246,2,19,B,,5,内六角圆柱头螺钉,4*8不锈钢
1401024009,2532000246,2,20,B,,5,大平垫圈,4*12
1401011002,2532000246,6,21,B,,5,弹簧垫圈,Φ4 不锈钢
1401015016,2532000246,2,22,B,,5,内六角圆柱头螺钉,5*16不锈钢
1401015007,2532000246,4,23,B,,5,内六角圆柱头螺钉,4*10不锈钢
2532000251,2532000231,1,3,A,,4,丝杠上固定组件,PF3200-01-01-04-00
2532000044,2532000251,2,1,B,,5,竖直导向光轴,PF3200-01-01-03
2532000045,2532000251,1,2,B,,5,丝杠上固定,PF3200-01-01-04-01
1401030017,2532000251,2,3,B,,5,内六角锥端紧定螺钉,M4*6
2532000252,2532000231,1,4,A,,4,内部压紧气缸组件,PF3200-01-01-05-00
2532000052,2532000252,1,1,B,,5,内部气缸固定座,PF3200-01-01-05-01
2532000051,2532000252,2,2,B,,5,气缸固定加强块,PF3200-01-01-05-02
2532000053,2532000252,1,3,B,,5,内部气缸连接块右,PF3200-01-01-05-03
2532000054,2532000252,1,4,B,,5,内部气缸连接块左,PF3200-01-01-05-04
2529100001,2532000252,1,5,B,,5,机箱电磁阀安装板,PF3200-01-01-05-05
2532000257,2532000252,1,6,A,,5,机箱两位阀组件,PF3200-01-02-02-00
2529100037,2532000257,1,1,C,,6,电磁阀,4V120-06B（仅阀体）
1503004058,2532000257,1,2,B,,6,弯头,PL601
1503004061,2532000257,2,3,B,,6,弯头,PL401
1503005036,2532000257,2,4,B,,6,调速阀,PSL601A
1503010217,2532000252,2,7,B,,5,气缸,ACQ32*45S
1503004058,2532000252,4,8,B,,5,弯头,PL601
1503001010,2532000252,2,9,B,,5,T型三通,6-6-6 APE6
1503004070,2532000252,2,10,B,,5,插管弯头,APLJ6
1503003063,2532000252,1,11,B,,5,内螺纹直通,PCF601
1503013008,2532000252,2,12,B,,5,快速排气阀,ASV310F-01-06S
1503004072,2532000252,1,13,B,,5,内螺纹弯头,PLF601
1401015027,2532000252,8,14,B,,5,内六角圆柱头螺钉,6*20不锈钢
1401015026,2532000252,4,15,B,,5,内六角圆柱头螺钉,6*16不锈钢
1401008028,2532000252,2,16,B,,5,内六角平圆头螺钉,8*16不锈钢
1401038002,2532000252,2,17,B,,5,内六角圆柱头螺钉,3*30蓝白锌全螺纹
1401015012,2532000252,2,18,B,,5,内六角圆柱头螺钉,4*8不锈钢
1401011002,2532000252,2,19,B,,5,弹簧垫圈,Φ4 不锈钢
1401015077,2532000252,2,20,B,,5,内六角圆柱头螺钉,3*25  不锈钢
2532000253,2532000231,1,5,A,,4,上下涨紧机构组件,PF3200-01-01-07-00
2532000055,2532000253,1,1,B,,5,涨紧座底座,PF3200-01-01-07-01
2532000059,2532000253,3,2,B,,5,涨紧导向光轴,PF3200-01-01-07-02
2532000061,2532000253,3,3,B,,5,涨紧弹簧,PF3200-01-01-07-03
2532000056,2532000253,1,4,B,,5,浮动涨紧座,PF3200-01-01-07-04
2532000062,2532000253,1,5,B,,5,涨紧上封板,PF3200-01-01-07-05
2532000254,2532000253,1,6,A,,5,涨紧导向轮组件,PF3200-01-01-07-06-00
2532000057,2532000254,1,1,B,,6,涨紧导向轮26齿,PF3200-01-01-07-06-01
2532000058,2532000254,2,2,B,,6,导向26齿挡边,PF3200-01-01-07-06-02
1403003007,2532000254,2,3,B,,6,孔用  弹性挡圈,26
1402001062,2532000254,2,4,B,,6,轴承,6000
1401009030,2532000254,8,5,B,,6,内六角沉头螺钉,3*8 不锈钢 全螺纹
2532000030,2532000253,1,7,B,,5,导向轮顶圈,PF3200-01-01-02-05
1401030017,2532000253,3,8,B,,5,内六角锥端紧定螺钉,M4*6
1402001340,2532000253,6,9,B,,5,滑膜,GSM-0810-10
1401015056,2532000253,1,10,B,,5,内六角圆柱头螺钉,6*55不锈钢
1401008001,2532000253,3,11,B,,5,内六角平圆头螺钉,4*12不锈钢
1401019003,2532000253,2,12,B,,5,六角螺母,M6 不锈钢
1401010005,2532000253,1,13,B,,5,平垫圈,Φ6不锈钢
1409038260,2532000253,1,14,B,,5,球型握柄,25-M6  内螺纹
1401015086,2532000253,1,15,B,,5,内六角圆柱头轴肩螺钉,10*25  不锈钢
2532000240,2532000231,1,6,A,,4,旋转电机组,PF3200-01-01-01-06-00
2532000025,2532000240,1,1,B,,5,电机轮24齿,PF3200-01-01-01-06-02
2532000024,2532000240,1,2,B,,5,电机安装板,PF3200-01-01-01-06-01
2532000171,2532000240,1,3,B,,5,电机安装底板,PF3200-01-01-01-06-03
1501146008,2532000240,1,4,B,,5,伺服电机,ECMA-C10807RS
1401015026,2532000240,4,5,B,,5,内六角圆柱头螺钉,6*16不锈钢
1401011005,2532000240,5,6,B,,5,弹簧垫圈,Φ6不锈钢
1401024026,2532000240,1,7,B,,5,大平垫圈,6*22
1401027020,2532000240,1,8,B,,5,内六角平端紧定螺钉,4*6
1401015027,2532000240,4,9,B,,5,内六角圆柱头螺钉,6*20不锈钢
2532000026,2532000231,1,7,B,,4,电机涨紧块,PF3200-01-01-01-07
1401015038,2532000231,2,8,B,,4,内六角圆柱头螺钉,8*40不锈钢
1401015027,2532000231,9,9,B,,4,内六角圆柱头螺钉,6*20不锈钢
1401015026,2532000231,6,10,B,,4,内六角圆柱头螺钉,6*16不锈钢
1401015023,2532000231,2,11,B,,4,内六角圆柱头螺钉,6*12不锈钢
1401015016,2532000231,6,12,B,,4,内六角圆柱头螺钉,5*16不锈钢
1401015018,2532000231,1,13,B,,4,内六角圆柱头螺钉,5*25不锈钢
1401015088,2532000231,2,14,B,,4,内六角圆柱头轴肩螺钉,6.5-10 不锈钢
2532000011,2532000230,1,2,B,,3,机构挡板,PF3200-01-01-01-05
2532000031,2532000230,2,3,B,,3,前置动力轮35,PF3200-01-01-01-10-01
2532000032,2532000230,2,4,B,,3,35齿内挡边,PF3200-01-01-01-10-02
2532000243,2532000230,2,5,A,,3,支撑轮组件,PF3200-01-01-01-11-00
2532000244,2532000230,1,6,A,,3,同步带涨紧机构组件,PF3200-01-01-01-12-00
2532000033,2532000230,2,7,B,,3,35齿外挡边,PF3200-01-01-01-10-03
2532000259,2532000230,1,8,A,,3,机箱衬板左组件,PF3200-01-04-00
2532000179,2532000259,1,1,B,,4,箱内衬板左,PF3200-01-04-01
1501002024,2532000259,1,2,B,,4,风扇,4710KL-05W-B50
1501002025,2532000259,1,3,B,,4,三合一过滤网,120*120 
1401015047,2532000259,4,4,B,,4,内六角圆柱头螺钉,4*35不锈钢
1401019006,2532000259,4,5,B,,4,六角螺母,M4不锈钢
1401010004,2532000259,4,6,B,,4,平垫圈,Φ4不锈钢
1401011002,2532000259,4,7,B,,4,弹簧垫圈,Φ4 不锈钢
2529100040,2532000259,0.01,8,B,,4,中接端子,BV 1.25
2532000181,2532000230,1,9,B,,3,机箱衬板右,PF3200-01-05
2532000075,2532000230,1,10,B,,3,机箱横梁,PF3200-01-06
2532000266,2532000230,1,11,A,,3,前门板组件,PF3200-01-12-00
2532000081,2532000266,1,1,B,,4,前门板,PF3200-01-12-01
2532000088,2532000266,1,2,B,,4,前门板视窗,PF3200-01-12-02
2529100078,2532000088,0,1,V,,5,丝印图Design,PF3200前门PC板
2532000085,2532000266,1,3,B,,4,门板限位安装座,PF3200-01-12-03
2532000267,2532000266,1,4,A,,4,门板挡辊组件,PF3200-01-12-04-00
2532000020,2532000267,1,1,B,,5,挡轮,PF3200-01-01-01-01-05-02-04
2532000184,2532000267,1,2,B,,5,门板限位底块,PF3200-01-12-04-01
1402001346,2532000267,2,3,B,,5,轴承,619-8
1401015082,2532000267,1,4,B,,5,内六角圆柱头轴肩螺钉,8*50  不锈钢
1402001353,2532000267,1,5,B,,5,轴承顶圈,8-12-16
1402001352,2532000267,1,6,B,,5,轴承顶圈,8-12-22
1401010005,2532000267,1,7,B,,5,平垫圈,Φ6不锈钢
1401044011,2532000266,2,5,B,,4,旋钮柱塞,M6-Φ4
1409014005,2532000266,2,6,B,,4,铰链,CL152
1401019006,2532000266,8,7,B,,4,六角螺母,M4不锈钢
1401010004,2532000266,8,8,B,,4,平垫圈,Φ4不锈钢
1401011002,2532000266,8,9,B,,4,弹簧垫圈,Φ4 不锈钢
1702001540,2532000266,3.5,10,B,,4,3M背胶(双面),宽15mm  厚1.0mm  黑色
1409028007,2532000266,1,11,B,,4,拉手,LS522-3
1401009004,2532000266,2,12,B,,4,内六角沉头螺钉,5*16不锈钢全螺纹
1501048019,2532000266,1,13,B,,4,安全开关钥匙,D4DS-K5
1401019008,2532000266,2,14,B,,4,六角螺母,M5不锈钢
1902000011,2532000266,1,15,B,,4,标签,50x3 Warning Hand clamp
2529100023,2532000230,1,12,A,,3,后门板装配-PCB,PF3200-01-23-01-00
2529100003,2529100023,1,1,B,,4,后门板-PCB,PF3200-01-07-01-04
1401015018,2529100023,2,2,B,,4,内六角圆柱头螺钉,5*25不锈钢
1409014005,2529100023,2,3,B,,4,铰链,CL152
1401019006,2529100023,4,4,B,,4,六角螺母,M4不锈钢
1401010004,2529100023,4,5,B,,4,平垫圈,Φ4不锈钢
1401011002,2529100023,4,6,B,,4,弹簧垫圈,Φ4 不锈钢
1401049005,2529100023,2,7,B,,4,扣紧螺母,M5
2529100087,2529100023,2,8,A,,4,后门拉绳组件,PF3200-01-23-01-01-00
1702001543,2529100087,0.92,1,B,,5,编织条绳,Φ4
1510230068,2529100087,4,2,B,,5,开口鼻子,20A
2532000256,2532000230,1,13,A,,3,操作界面组件,PF3200-01-02-00
2532000178,2532000256,1,1,B,,4,操作面板组焊,PF3200-01-02-01-00
2529100041,2532000178,1,1,N,,5,操作面板,PF3200-01-02-01-01
2529100042,2532000178,2,2,N,,5,线卡固定条,PF3200-01-02-01-02
2529100043,2532000178,1,3,N,,5,机箱电磁阀安装架,PF3200-01-02-01-03
2529100044,2532000178,2,4,N,,5,按钮固定衬板,PF3200-01-02-01-04
1409001007,2532000256,2,2,B,,4,强磁,40-12-4
1503002023,2532000256,1,3,B,,4,Y型减径三通,PYW6-4
1503004070,2532000256,1,4,B,,4,插管弯头,APLJ6
1503003056,2532000256,1,5,B,,4,内螺纹穿壁直通,BPMF601
1503024010,2532000256,1,6,B,,4,消音器,BSLM-01
1401009002,2532000256,4,7,B,,4,内六角沉头螺钉,4*10不锈钢全螺纹
1401015040,2532000256,2,8,B,,4,内六角圆柱头螺钉,3*16不锈钢
1401019003,2532000256,1,9,B,,4,六角螺母,M6 不锈钢
1401045003,2532000256,1,10,B,,4,锯齿垫,6
1501071118,2532000256,3,11,B,,4,按钮(带白灯),Q25LT-WS/E10/WB
1501071125,2532000256,1,12,B,,4,按钮标牌,Q25-eaton Feed
1501071124,2532000256,1,13,B,,4,按钮标牌,Q25-eaton UpDown
1501071123,2532000256,1,14,B,,4,按钮标牌,Q25-eaton Clamp
1501076032,2532000256,1,15,B,,4,急停按钮(带灯),Q25LPV/E02
1501111043,2532000256,1,16,B,,4,指示灯,Q25LF-WS/WB
1501071112,2532000256,1,17,B,,4,按钮(带灯),Q25LT-GN/E10/WB
1501088012,2532000256,1,18,B,,4,电位器,M22-R4K7
2902001004,2532000256,1,19,B,,4,Wire harness 4#,14线线束 BUTTON-L-2
1803022020,2902001004,1,1,P,,5,电磁阀,4V120-06B DC24V
2902001005,2532000256,1,20,B,,4,Wire harness 5#,15线线束 BUTTON-R-2
1501027005,2532000256,0.01,21,B,,4,尼龙扎带,3*150
1401008034,2532000230,6,14,B,,3,内六角平圆头螺钉,3*8不锈钢
1401009030,2532000230,8,15,B,,3,内六角沉头螺钉,3*8 不锈钢 全螺纹
1103004068,2532000230,2,16,B,,3,平键,A6*16  一端圆头
1401024026,2532000230,2,17,B,,3,大平垫圈,6*22
1401011005,2532000230,2,18,B,,3,弹簧垫圈,Φ6不锈钢
1401015026,2532000230,2,19,B,,3,内六角圆柱头螺钉,6*16不锈钢
1401015012,2532000230,2,20,B,,3,内六角圆柱头螺钉,4*8不锈钢
1401024009,2532000230,2,21,B,,3,大平垫圈,4*12
1401011002,2532000230,10,22,B,,3,弹簧垫圈,Φ4 不锈钢
1401015016,2532000230,2,23,B,,3,内六角圆柱头螺钉,5*16不锈钢
1401015060,2532000230,8,24,B,,3,内六角圆柱头螺钉,4*12不锈钢
1402020042,2532000230,1,25,B,,3,同步带,500-RPP5M-49
1402020044,2532000230,1,26,B,,3,同步带,5M-515-20
1402020045,2532000230,1,27,B,,3,同步带,5M-770-20（双面齿）
1401008024,2532000230,4,28,B,,3,内六角平圆头螺钉,5*10不锈钢
1401008033,2532000230,4,29,B,,3,内六角平圆头螺钉,5*20不锈钢
1401008033,2532000230,2,30,B,,3,内六角平圆头螺钉,5*20不锈钢
1401008029,2532000230,10,31,B,,3,内六角平圆头螺钉,4*10不锈钢
1401008007,2532000230,2,32,B,,3,内六角平圆头螺钉,5*12不锈钢
1401049005,2532000230,4,33,B,,3,扣紧螺母,M5
1401010004,2532000230,2,34,B,,3,平垫圈,Φ4不锈钢
2529100022,2532000229,1,2,A,,2,后门板组件-PCB,PF3200-01-23-00
2529100012,2529100022,1,1,B,,3,配电盘套件,PF3200
2529100004,2529100012,1,1,N,,4,后门电气安装板-PCB,PF3200-01-07-02-02
1501047159,2529100012,1,2,N,,4,断路器,PL9-D6/2
1501047158,2529100012,1,3,N,,4,断路器,PL9-D2/2
1501051033,2529100012,1,4,N,,4,安全继电器,LG5925.48
1501045029,2529100012,1,5,N,,4,开关电源,MDR-60-24
1501055026,2529100012,2,6,N,,4,接触器,DILM9-01 DC24V
1501147013,2529100012,1,7,P,,4,伺服驱动器,ASD-A2-0721-M
1501156074,2529100012,1,8,P,,4,可编程控制器,DVP28SV11R2
1501156075,2529100012,1,9,P,,4,可编程控制器扩展（模拟量）,DVP06XA-S
1501147012,2529100012,1,10,P,,4,can通讯模块,DVPCOPM-SL
1502011052,2529100012,1,11,P,,4,伺服线缆,A2  1米  不带刹车
1501125022,2529100012,1,12,F,,4,品字头(双侧)电源线,250V16A
1501011048,2529100012,2,13,N,,4,端子排,wago280-681
1501011049,2529100012,2,14,N,,4,端子排（兰）,wago280-684
1501011051,2529100012,1,15,N,,4,端子排端板,wago280-326
1501011045,2529100012,2,16,N,,4,端子排（接地）,wago281-907
1501011046,2529100012,1,17,N,,4,端子排端板,wago281-329
1501011047,2529100012,4,18,N,,4,终端挡块,wago249-116
1501011052,2529100012,2,19,N,,4,相邻跨接器,wago280-402
1501009002,2529100012,0.5,20,N,,4,铁卡轨(35*7.5),wago210-112
1501017032,2529100012,1,21,F,,4,连接器,KYF12K4WT-NC(4-6)4芯母弯头（M12）
1510230058,2529100012,0.01,22,F,,4,连接器,550-6
1510230059,2529100012,0.02,23,F,,4,插针,ECU1.5
1501028008,2529100012,7,24,F,,4,可调式电线固定座,ACT-17
1501040003,2529100012,0.01,25,F,,4,O型线卡,RV2.5-4
2902001050,2529100012,0.01,26,F,,4,并联针形端子,?1长方形护套
1501026005,2529100012,0.1,27,F,,4,针形压接端子,0.5
1501026003,2529100012,0.1,28,F,,4,针形压接端子,1.5*1.5
1510440003,2529100012,3,29,F,,4,EDG插头,3.5mm 3PIN 母座
1502002003,2529100012,20,30,F,,4,塑铜软线,BVR-0.5-兰  500V
1502005005,2529100012,2,31,F,,4,塑铜软线,BVR-1.5-兰
1502005003,2529100012,2,32,F,,4,塑铜软线,BVR-1.5-黑
1502005006,2529100012,2,33,F,,4,塑铜软线,BVR-1.5-黄绿双色
1702001487,2529100012,0.2,34,F,,4,贴纸,TP-L09W
1501006013,2529100012,1,35,F,,4,热缩管,Φ2 白色
2911000001,2529100012,1,36,V,,4,PF3200 Software,PLC
2911000002,2529100012,1,37,V,,4,PF3200 Software,CANOpen
2911000003,2529100012,1,38,V,,4,PF3200 Software,ServoParameter
1501149001,2529100012,0.2,39,F,,4,多路接线铜排,10*10
2532000262,2529100022,1,2,A,,3,数显压力表组件,PF3200-01-07-01-02-00
1501158003,2532000262,1,1,B,,4,压力开关,DPSP1-10020
1501158005,2532000262,1,2,B,,4,压力开关安装座,F-DPSLB
1503004060,2532000262,1,3,B,,4,弯头,PL4M5
1501072015,2529100022,1,3,B,,3,外部急停模块,PCB blntEStopCircuit
1501159005,2529100022,2,4,B,,3,VGA PCB,15PIN 3排15孔
1401010008,2529100022,4,5,B,,3,平垫圈,Φ5不锈钢
1401011003,2529100022,4,6,B,,3,弹簧垫圈,Φ5 不锈钢
1401019008,2529100022,4,7,B,,3,六角螺母,M5不锈钢
1401010004,2529100022,2,8,B,,3,平垫圈,Φ4不锈钢
1401011002,2529100022,2,9,B,,3,弹簧垫圈,Φ4 不锈钢
1401019006,2529100022,2,10,B,,3,六角螺母,M4不锈钢
1401008034,2529100022,6,11,B,,3,内六角平圆头螺钉,3*8不锈钢
1401010003,2529100022,2,12,B,,3,平垫圈,Φ3不锈钢
1401011004,2529100022,2,13,B,,3,弹簧垫圈,Φ3不锈钢
1401019009,2529100022,2,14,B,,3,六角螺母,M3不锈钢
1401019003,2529100022,2,15,B,,3,六角螺母,M6 不锈钢
1401045003,2529100022,2,16,B,,3,锯齿垫,6
2529100028,2529100022,1,17,B,,3,标签-CON1,3M 透明 无底色 黑色字体
2529100029,2529100022,1,18,B,,3,标签-CON2,3M 透明 无底色 黑色字体
2529100030,2529100022,1,19,B,,3,标签-Esc,3M 透明 无底色 黑色字体
2902001001,2529100022,2,20,B,,3,Wire harness 1#,16通VGA-PCB线缆 200mm
